from,to
117,118
52,53
605,300
105,58
1525,307
24,20
6952,604
311,312
696,598
3438,3798
7363,232
7364,232
7365,298
7366,232
5983,5984
306,307
152,3240
943,300
605,300
696,598
7367,307
7368,298
7369,897
7370,232
7371,232
1734,58
105,58
944,300
1448,685
311,312
596,112
597,598
7372,298
780,58
135,58
1356,300
7,5566
5524,5525
710,122
3322,3323
119,120
7373,897
894,685
915,916
121,122
3472,604
895,685
56,55
1311,55
5006,604
117,118
1525,307
1108,58
7374,298
7375,897
1393,136
4,5
52,53
24,20
1358,1248
52,53
105,58
111,112
311,312
780,109
7213,109
3561,3562
3322,3323
486,229
7376,298
895,685
3243,58
596,112
0,21
1384,1386
299,300
105,58
302,300
4,5
7,68
0,35
311,312
895,685
105,58
105,58
135,136
7,15
921,112
36,43
105,58
24,20
19,20
4,5
708,5
119,120
7377,298
5362,2858
492,229
915,916
13,14
1734,107
7,68
1229,128
1108,58
19,20
7378,201
602,140
36,37
708,5
0,1
71,355
135,136
156,107
496,229
7,38
1734,1033
602,140
915,916
7378,201
7379,58
7380,58
4,5
708,5
24,20
129,112
953,954
135,136
7381,211
7382,88
24,20
7381,211
7,15
19,20
684,685
0,42
129,112
4173,685
24,20
1384,1386
13,14
16,17
7,68
0,31
7,26
135,58
7383,7384
6,5
1384,1386
13,14
24,20
1384,1386
4,5
813,814
36,43
2447,1141
7,5566
0,21
7382,88
135,7205
19,20
36,37
7383,7384
0,42
19,20
16,17
13,14
7,60
0,31
1229,128
127,128
1106,128
1108,58
105,58
7,26
13,14
0,35
52,53
111,112
57,58
1384,1386
71,148
56,55
105,58
1107,128
3322,3323
7385,7386
915,916
105,58
1311,55
710,122
111,112
1829,58
24,20
3861,345
7,5566
19,20
135,58
57,58
105,58
56,55
915,916
57,58
7387,88
0,46
7383,7384
36,37
156,107
135,7205
2447,1141
498,229
16,17
7,60
24,20
13,14
7388,88
19,20
7383,7384
0,31
135,7205
11,7389
57,58
7,68
915,916
7388,88
0,35
24,20
7,34
57,58
36,43
1999,112
4,5
7390,298
7383,7384
19,20
0,31
105,58
57,58
6,5
7,26
24,20
57,58
52,53
1229,128
2,7391
1107,128
119,120
1999,112
105,58
36,37
915,916
13,14
16,17
1108,58
7,5566
894,685
7383,7384
596,112
1109,685
708,5
934,58
11,7392
605,300
1358,1248
7,34
5345,211
0,84
710,122
105,58
1107,128
135,58
311,312
111,112
57,58
1229,128
71,1058
596,112
19,20
1384,1386
7383,7384
895,685
24,20
1107,128
710,122
7393,298
934,58
121,122
915,916
7394,58
105,58
1108,58
6119,604
7395,298
57,58
111,112
895,685
710,122
121,122
7396,298
7,15
24,20
708,5
1109,685
111,112
57,58
915,916
24,20
105,58
7,5566
895,685
934,58
19,20
4173,685
0,35
7397,298
135,58
1109,685
1107,128
57,58
119,120
710,122
684,685
7398,897
7399,298
105,58
1263,1264
1106,128
36,43
894,685
111,112
934,58
4,5
117,118
1816,640
7,40
0,31
22,23
708,5
708,5
105,58
52,53
596,112
161,7400
7380,1207
111,112
135,7205
3554,4988
36,37
121,122
7401,298
7402,298
3245,3246
7,18
105,58
16,17
24,20
19,20
2,7403
119,120
0,1
117,118
105,58
236,229
169,170
7383,7384
7,38
11,7404
7405,298
7406,232
7407,897
605,300
105,58
135,7205
7,15
7408,88
19,20
7383,7384
4,5
105,58
24,20
0,42
11,7409
7410,140
117,118
6133,5413
105,58
1886,229
47,48
52,53
105,58
57,58
7,34
1107,128
19,20
915,916
169,170
7411,298
135,7205
1356,300
710,122
119,120
47,48
596,112
311,312
7,34
156,107
894,685
0,31
895,685
7383,7384
119,120
7394,345
169,170
129,112
16,17
605,300
13,14
7330,58
1108,58
7408,3929
1999,112
710,122
708,5
310,136
52,53
105,58
1290,122
119,120
7,79
117,118
169,647
19,20
105,58
1357,300
915,916
5385,3327
3328,3329
36,43
596,112
156,88
11,7412
57,58
105,58
7413,298
708,5
1108,58
1107,128
1357,300
127,128
105,58
57,58
105,58
7414,7415
1999,112
7,40
119,120
6449,942
1356,300
915,916
169,286
57,58
52,53
105,58
105,58
127,128
105,58
7383,7384
57,58
135,7205
1999,112
7416,298
6449,112
22,23
36,43
156,88
169,287
11,7417
119,120
7,34
7418,217
169,649
0,21
52,53
6449,112
123,124
1384,1386
19,20
24,20
13,14
7394,4829
5932,5413
7383,7384
4585,58
119,120
19,20
57,58
7,5566
0,84
56,55
508,229
7419,298
7,38
11,7420
0,46
135,58
597,598
4,5
119,120
7,26
57,58
111,112
19,20
708,5
596,112
24,20
915,916
105,58
119,120
943,300
7383,7384
119,120
915,916
4,5
7,18
11,7421
0,1
36,37
119,120
510,229
7,5566
0,84
135,58
11,7422
19,20
57,58
105,58
52,53
7423,298
696,598
105,58
7383,7384
7,26
597,598
119,120
0,35
57,58
0,42
11,7424
6449,112
119,120
135,58
52,53
7,18
1384,1386
19,20
7,5566
0,84
7095,58
1395,229
915,916
11,7425
82,83
119,120
1999,112
708,5
105,58
7410,7426
36,43
24,20
19,20
123,124
605,300
19,20
0,21
24,20
135,58
555,4121
4,5
7,26
129,112
119,120
915,916
105,58
156,1385
19,20
7383,7384
119,120
311,312
36,37
105,58
688,689
57,58
1311,55
688,689
13,14
105,58
7,34
19,20
0,42
19,20
1631,229
708,5
52,53
56,55
1999,112
915,916
105,58
1311,55
0,84
7,5566
57,58
19,20
24,20
6133,5413
5932,5413
7,38
7075,1752
7383,7384
11,7427
135,7205
4,5
57,58
6,5
24,20
7,79
1311,55
7428,58
915,916
156,88
1106,128
4,5
105,58
0,84
2707,58
13,14
16,17
57,58
7394,58
56,55
52,53
105,58
1311,55
1107,128
135,7205
36,43
0,31
57,58
7,15
56,55
1229,128
7383,7384
1311,55
105,58
110,58
1108,58
52,53
895,685
1106,128
1999,112
4173,685
596,112
915,916
105,58
111,112
250,229
4,5
36,37
708,5
56,55
596,112
1108,58
6,5
135,7205
4,5
0,21
36,43
7,34
207,208
73,7429
7383,7384
7,5566
7430,242
36,37
6449,942
24,20
1311,55
13,14
710,122
135,58
57,58
73,7431
36,43
0,21
7,40
1356,300
5524,5525
7414,7415
111,112
117,118
895,685
1311,55
0,42
6449,112
57,58
19,20
57,58
1393,58
36,37
708,5
111,112
73,7432
135,7205
56,55
7383,7384
36,43
7,26
4,5
24,20
16,17
0,1
13,14
924,925
5532,131
36,37
135,58
13,14
7,18
13,14
7383,7384
24,20
1311,55
71,72
36,43
56,55
24,20
7383,7384
7,40
1311,55
105,58
19,20
47,48
95,96
7,18
0,84
6449,942
7,38
7433,146
57,58
13,14
111,112
16,17
7383,7384
105,58
0,42
52,53
24,20
19,20
254,229
135,7205
7383,7384
4,5
13,14
7,18
0,84
1916,1917
52,53
7434,146
127,128
1311,55
105,58
56,55
5932,5413
7383,7384
0,21
7,40
255,229
57,58
6449,112
57,58
305,126
915,916
99,23
111,112
100,23
97,98
19,20
52,53
1229,128
708,5
7,26
7383,7384
596,112
57,58
1290,122
7435,298
915,916
7436,298
27,28
52,53
105,58
4,5
13,14
129,112
127,128
1106,128
0,1
16,17
19,20
7437,298
780,136
4173,685
684,685
105,58
111,112
119,120
7438,298
1357,300
24,20
1829,58
1311,55
105,58
299,300
56,55
1356,300
7,15
299,300
152,3240
924,925
1229,128
915,916
73,7439
105,58
52,53
1107,128
4025,58
1106,128
127,128
56,55
57,58
22,23
56,55
1311,55
6449,112
780,136
36,43
0,42
7383,7384
57,58
7440,131
1384,1386
27,28
135,58
4,5
57,58
16,17
7,26
13,14
5029,58
708,5
4,5
13,14
7,68
264,229
1916,1917
135,58
7,18
7440,878
36,37
708,5
27,28
7383,7384
0,42
19,20
24,20
52,53
1106,128
1384,1386
129,112
127,128
596,112
708,5
52,53
708,5
7440,1196
1999,112
2125,1171
135,7205
1311,55
56,55
4,5
57,58
7383,7384
36,37
1263,1264
7,18
0,46
13,14
16,17
1393,136
0,21
4,5
708,5
7,34
7,15
7440,1196
135,58
7383,7384
13,14
5011,3327
270,229
4,5
7,18
0,46
0,1
6,5
7,68
708,5
57,58
1999,112
7383,7384
52,53
57,58
915,916
1384,1386
22,23
244,875
56,55
105,58
1311,55
111,112
135,7205
24,20
57,58
19,20
105,58
915,916
244,875
56,55
19,20
24,20
0,46
7,26
0,42
56,55
1311,55
5328,58
105,58
105,58
708,5
13,14
57,58
135,7205
13,14
7,15
57,58
105,58
5029,58
1311,55
36,43
7383,7384
71,148
56,55
7441,166
708,5
105,58
5328,223
276,229
605,300
921,136
57,58
105,58
915,916
0,35
311,312
813,814
121,122
105,58
924,925
105,58
57,58
105,58
135,58
0,1
52,53
710,122
110,58
57,58
7383,7384
7,15
4,5
105,58
36,43
5532,58
915,916
19,20
708,5
105,58
57,58
1999,112
279,229
1384,1386
119,120
7442,298
7443,298
7444,298
7445,298
7446,298
7447,298
813,814
101,102
56,55
7414,7415
4,5
3322,3323
299,300
105,58
302,300
16,17
311,312
13,14
119,120
915,916
57,58
52,53
710,122
117,118
924,925
596,112
5029,58
299,300
105,58
915,916
105,58
302,300
7448,298
135,7205
119,120
19,20
708,5
7449,298
6,5
597,598
117,118
602,58
36,43
24,20
19,20
105,58
24,20
7450,1385
0,31
284,229
57,58
52,53
24,20
105,58
7,15
3322,3323
7383,7384
0,1
924,925
7,34
3328,3329
7451,3327
7452,3327
95,96
7453,232
3328,3329
3328,3329
36,43
7454,232
7247,3327
7455,232
19,20
943,300
7456,897
7457,897
306,3798
7,79
7458,298
7459,232
7460,298
7461,897
6207,3327
7462,298
7463,298
7464,3327
944,300
7383,7384
1108,58
52,53
1109,685
597,598
291,229
1357,300
7465,232
696,598
7466,298
3322,3323
956,6161
5524,5525
3472,604
105,58
915,916
7467,232
7468,232
7469,298
1358,1248
299,300
3464,604
119,120
7367,3798
7470,298
7471,298
7472,298
306,3798
4,5
0,31
605,300
7473,897
7474,232
7475,897
7476,298
7477,232
7478,298
7479,232
7480,897
7481,298
7482,298
7483,897
7484,298
7485,232
3245,6085
7486,897
5983,5984
7487,897
7488,897
105,58
7225,307
7489,232
7490,897
7491,298
27,28
1393,58
105,58
7367,3798
7158,307
7492,298
7493,298
7494,298
7495,298
7496,298
7497,298
7498,298
7499,298
135,58
7500,897
6,5
1108,58
602,58
944,300
52,53
7159,307
1356,300
311,312
1358,1248
7501,307
7502,307
7503,232
7504,232
7505,298
7506,298
7507,298
7508,232
3245,6085
7509,897
696,598
1357,300
7510,897
7511,897
105,58
0,42
3041,604
956,6161
7512,897
7513,298
7514,232
7515,232
7516,298
7517,298
7414,7415
3561,3562
5524,5525
306,307
57,58
7518,232
7519,298
7520,232
7521,298
127,128
7522,897
7523,897
7524,897
7225,3798
596,112
7238,307
7525,298
7526,232
1357,300
7527,897
22,23
3439,3798
710,122
915,916
105,58
111,112
6184,307
7528,897
7529,897
7530,298
7531,232
7532,232
7533,232
7534,298
3245,6085
1356,300
1999,112
5524,5525
3789,604
1384,1386
7535,897
7536,232
7537,897
696,598
7,68
7538,897
7539,298
7540,298
7541,232
299,300
7542,232
7543,232
7544,232
7545,232
7546,232
605,300
1108,58
311,312
7414,7415
597,598
7107,3798
956,6161
4,5
105,58
7547,604
7367,307
7548,232
7549,232
7550,232
7551,897
7552,897
7383,7384
105,58
7,79
596,112
117,118
36,43
7553,232
7554,897
7555,298
780,58
302,300
7556,232
7557,232
7558,298
7559,298
7560,298
7107,3798
105,58
696,598
3561,6161
7367,307
7240,307
7561,298
7562,232
7563,232
7564,897
603,604
111,112
3814,604
7414,7415
7565,897
7566,298
7567,897
7568,298
7569,232
7570,232
299,300
1357,300
602,58
3322,3323
1373,58
7571,897
7572,298
7573,232
7574,232
7575,232
135,58
5524,5525
57,58
605,300
4,5
121,122
7576,897
7577,298
7578,897
7579,232
7580,232
7581,232
7582,298
105,58
3322,3323
119,120
7583,897
7584,298
7585,232
7586,3327
3245,6085
956,3562
6184,307
3561,3562
7107,307
7587,298
1357,300
7588,897
7589,897
7590,298
7591,298
4217,4218
306,307
924,925
1525,3798
7592,232
943,300
921,112
299,300
605,300
7414,7415
111,112
1356,300
3438,3798
7593,232
7594,298
5524,5525
1357,300
7595,897
3322,3323
7596,897
7597,232
7598,232
7599,298
7600,232
7601,298
7602,298
696,598
7603,298
7604,897
7605,232
7606,232
117,118
1108,58
1373,345
944,300
4217,4218
306,3798
1525,307
3439,307
7607,298
7608,298
310,136
5983,5984
7609,897
36,37
22,23
299,300
5983,5984
4,5
311,312
7414,7415
924,925
119,120
596,112
2260,604
24,20
3322,3323
19,20
1366,604
605,300
7610,298
7611,298
7612,298
780,136
7,44
1999,112
5524,5525
1108,58
117,118
302,300
6,5
597,598
1525,307
7613,298
904,905
299,300
16,17
1999,112
121,122
7383,7384
3322,3323
13,14
596,112
1393,58
710,122
708,5
7614,298
295,229
7615,298
0,31
105,58
24,20
117,118
119,120
7616,232
7617,232
7618,232
7619,232
904,905
710,122
105,58
105,58
7414,7415
24,20
7620,58
4,5
299,300
921,136
1358,58
915,916
3438,3798
302,300
3328,3329
119,120
13,14
6952,604
7621,232
7622,298
904,905
7623,897
1373,112
1108,58
3322,3323
1358,58
117,118
135,58
1373,345
7624,298
299,300
119,120
311,312
7625,298
904,905
7,34
3472,604
605,300
3554,4988
302,300
1356,300
299,300
36,43
7383,7384
129,112
7626,298
119,120
1393,136
302,300
6119,604
311,312
19,20
105,58
710,122
605,300
1357,300
306,307
7627,298
7628,232
7629,232
7630,232
7631,232
7632,232
7633,232
904,905
299,300
696,598
1356,300
602,88
780,58
1358,58
105,58
3554,4988
915,916
597,598
1311,55
47,48
5524,5525
105,58
7383,7384
121,122
311,312
306,307
119,120
111,112
129,112
1358,58
596,112
7634,298
7414,7415
105,58
105,58
7635,298
299,300
7,60
302,300
299,300
95,96
119,120
311,312
7636,298
207,208
121,122
7620,1319
7414,7415
602,88
105,58
2523,335
3322,3323
7637,897
7638,298
7639,897
7640,298
7641,298
7642,298
7643,232
780,58
117,118
119,120
7644,232
7645,232
7646,232
7,5566
7647,232
27,28
605,300
135,58
302,300
1420,229
0,35
105,58
7648,897
7649,298
310,136
111,112
311,312
921,136
299,300
119,120
0,46
117,118
5524,5525
710,122
7,38
5462,58
7383,7384
3322,3323
13,14
953,954
1373,345
105,58
1393,58
924,925
2883,146
105,58
4,5
111,112
0,1
7,68
36,37
605,300
135,58
7650,298
105,58
311,312
19,20
1274,229
311,312
24,20
152,3240
105,58
105,58
7383,7384
110,58
299,300
105,58
7,34
36,37
0,1
16,17
110,58
13,14
135,7205
19,20
105,58
7,40
24,20
1108,58
5524,5525
4,5
19,20
1108,58
13,14
596,112
105,58
864,134
7383,7384
708,5
135,7205
7,26
19,20
110,58
36,37
0,1
708,5
1025,7651
110,58
4,5
7,18
0,35
105,58
7652,146
123,124
4,5
710,122
105,58
0,42
22,23
953,954
24,20
7,26
7383,7384
13,14
16,17
0,1
105,58
7,44
13,14
0,31
2883,146
0,46
7,60
6,5
7383,7384
1310,134
19,20
19,20
36,37
0,1
864,5036
119,120
3322,3323
0,35
7652,552
105,58
7653,897
7654,298
7655,897
7656,298
7657,298
7658,298
7659,298
915,916
1108,58
36,43
7,5566
135,58
13,14
7383,7384
4,5
7,34
5321,185
0,1
36,37
4,5
22,23
13,14
71,638
7,79
5321,94
36,43
7383,7384
7,26
0,1
36,37
19,20
127,128
105,58
56,55
7,8
411,229
708,5
3804,993
2679,1141
105,58
135,58
7660,336
16,17
7383,7384
13,14
24,20
7,60
95,96
708,5
24,20
19,20
2679,109
1127,229
19,20
7,15
105,58
105,58
56,55
1311,55
57,58
111,112
710,122
708,5
57,58
7,26
7660,58
4,5
0,31
5661,5662
0,1
3804,733
7,8
417,229
123,124
7661,131
56,55
1384,1385
4,5
7662,58
7,44
7,38
105,58
13,14
3804,107
13,14
7,26
97,98
100,23
99,23
0,84
0,1
710,122
111,112
105,58
415,229
105,58
1290,122
135,7205
7,60
156,88
7,26
0,35
6,5
2679,1234
0,42
7663,109
105,58
16,17
7664,211
13,14
7,44
0,46
7664,58
36,43
13,14
7661,131
6717,242
7,34
0,31
708,5
7661,640
4,5
0,21
7,8
105,58
57,58
7664,136
4,5
36,43
0,46
24,20
57,58
1311,55
56,55
7661,640
0,84
105,58
24,20
111,112
47,48
7665,298
953,954
299,300
306,307
105,58
7666,298
302,300
0,42
24,20
13,14
3554,4988
7,18
119,120
915,916
1289,122
5991,146
0,21
57,58
1311,55
105,58
7,38
36,43
13,14
1107,128
56,55
105,58
19,20
127,128
1311,55
7667,58
52,53
0,21
7,8
19,20
99,23
22,23
7,60
0,46
105,58
7,26
1892,193
16,17
2679,1234
13,14
7,79
4,5
7,38
24,20
0,31
36,37
7,40
0,1
2679,789
152,517
0,21
19,20
7,8
2399,345
1311,55
56,55
4,5
36,43
0,46
7,68
141,142
13,14
24,20
19,20
2679,1171
105,58
6,5
105,58
0,84
13,14
953,954
56,55
7,68
57,58
1107,128
127,128
596,112
19,20
105,58
915,916
24,20
57,58
0,1
36,37
7,79
1384,1386
105,58
19,20
0,21
7,44
4,5
708,5
24,20
36,43
7668,1194
0,46
101,102
7669,58
13,14
7,26
19,20
24,20
428,229
13,14
7,18
71,147
100,23
7,5566
0,31
135,7205
7,68
4,5
2751,3905
0,1
36,37
7,60
2679,1141
997,131
7670,1750
7671,7672
915,916
0,21
7673,1913
13,14
57,58
1311,55
105,58
708,5
7674,335
0,46
57,58
2679,1234
105,58
1384,1386
7,68
13,14
7669,58
19,20
105,58
24,20
434,229
7,18
7671,7672
7,15
24,20
7671,7672
7674,217
19,20
19,20
27,28
36,37
24,20
7670,58
4,5
6,5
27,28
0,35
16,17
13,14
2707,797
696,598
0,1
597,598
7,68
2,7675
7,60
432,229
7671,7672
7676,170
11,7677
0,31
7,5566
24,20
19,20
0,42
2,7678
36,37
27,28
24,20
27,28
7,40
57,58
797,136
56,55
19,20
11,7679
7671,7672
0,84
7,5566
105,58
7680,112
57,58
13,14
24,20
7670,109
0,1
7,79
105,58
19,20
11,7681
24,20
7,38
11,7682
6,5
7671,7672
7,40
22,23
997,336
440,229
7683,146
36,37
7,18
7671,7672
16,17
11,7684
13,14
24,20
19,20
7685,151
0,84
7683,146
0,35
710,122
7680,112
7686,298
7687,897
13,14
2,7688
7,40
105,58
36,43
0,1
11,7689
7,18
6,5
4,5
57,58
1999,112
105,58
7671,7672
1311,55
7,8
19,20
105,58
24,20
7,34
1107,128
105,58
56,55
596,112
1829,58
105,58
16,17
7690,151
13,14
7,79
19,20
444,229
80,88
105,58
2140,58
997,140
56,55
19,20
11,7691
16,17
7,44
7671,7672
7692,298
13,14
4,5
6,5
11,7693
7694,1234
7670,242
7,34
105,58
19,20
1635,229
80,223
11,7695
7,79
19,20
7,18
7671,7672
3322,3323
105,58
11,7696
1311,55
24,20
105,58
57,58
4,5
24,20
47,48
119,120
105,58
7,34
311,312
7,60
7697,58
13,14
4,5
16,17
1155,229
7,18
11,7698
6,5
7671,7672
19,20
11,7699
7,40
7700,217
19,20
24,20
0,1
11,7701
7676,1141
36,37
7,44
0,31
156,107
169,170
0,21
7700,140
7671,7672
105,58
7,5566
22,23
105,58
169,170
0,35
16,17
6,5
169,170
7,79
4,5
24,20
36,43
454,229
19,20
7,44
13,14
7671,7672
4,5
7700,336
105,58
7673,1913
169,170
169,647
1106,128
105,58
1311,55
0,35
1108,58
105,58
452,229
7669,109
169,285
36,43
7702,242
105,58
11,7703
156,88
169,286
97,98
100,23
99,23
7,44
56,55
710,122
7671,7672
11,7704
19,20
7676,1141
169,383
125,126
301,126
1999,112
308,126
56,55
169,179
7705,298
915,916
0,35
119,120
105,58
7706,298
13,14
813,814
169,290
605,300
456,229
11,7707
36,43
708,5
119,120
3322,3323
7676,58
7,18
1311,55
11,7708
0,21
7671,7672
11,7709
797,223
924,140
56,55
4,5
0,35
1290,122
36,43
11,7710
111,112
1311,55
11,7711
3322,3323
7,15
7671,7672
105,58
11,7712
156,107
13,14
4,5
7673,2347
19,20
56,55
7671,7672
1358,58
3322,3323
36,37
73,7713
19,20
708,5
0,21
0,42
1311,55
915,916
6,5
73,7714
4,5
7,40
3245,6085
36,43
0,84
6334,3251
22,23
7,38
36,37
632,278
7671,7672
6334,58
16,17
13,14
24,20
24,20
13,14
7,79
1324,229
99,23
71,209
4,5
7,5566
313,314
7671,7672
4,5
19,20
6334,185
7671,7672
73,7715
57,58
56,55
0,84
1311,55
36,43
596,112
4,5
1311,55
57,58
16,17
13,14
7,18
915,916
813,814
56,55
862,863
57,58
7716,335
135,7205
7,15
71,72
7,79
7671,7672
813,814
7,68
7673,863
4,5
19,20
7,26
7673,2347
24,20
465,229
7,38
7717,146
24,20
24,20
7718,6850
7671,7672
13,14
13,14
7673,1913
5054,5055
24,20
4,5
7,15
6,5
19,20
73,7719
7,26
5054,5055
7668,146
5054,5055
7,38
73,7720
7676,136
7,15
0,35
73,7721
7673,863
2751,7394
5054,5055
7,79
7722,795
469,229
24,20
73,7723
0,31
36,43
6,5
1115,640
73,7724
7671,7672
7,44
13,14
4,5
36,37
24,20
915,916
472,229
4,5
7,79
0,84
7671,7672
36,43
0,31
4,5
19,20
7671,7672
24,20
7,68
36,37
7,8
0,84
16,17
7,79
13,14
19,20
36,43
0,31
7671,7672
13,14
36,37
1916,1917
0,35
4,5
24,20
19,20
101,102
7,38
76,77
0,31
7,5566
0,1
24,20
36,37
19,20
7,40
7671,7672
24,20
5787,134
7717,58
7,8
13,14
97,98
71,147
24,20
4,5
7725,897
306,3798
944,300
7726,298
7727,298
943,300
299,300
5787,58
7728,298
7729,897
7730,298
696,598
7671,7672
7731,298
7732,298
302,300
1525,3798
3041,604
2066,2067
3561,3562
3554,4988
7,60
119,120
1311,55
311,312
1358,58
36,43
117,118
5524,5525
7,68
780,136
3561,3562
921,136
0,42
56,55
16,17
24,20
13,14
24,20
5054,5055
7,38
7671,7672
36,43
13,14
71,148
780,136
5054,5055
0,31
7,15
135,58
5054,5055
5787,256
0,42
6,5
5054,5055
7671,7672
7,38
7733,170
36,43
24,20
7671,7672
5054,5055
0,31
7,68
0,42
16,17
111,112
56,55
105,58
1311,55
596,112
13,14
7,18
7734,219
7671,7672
105,58
105,58
56,55
36,43
0,35
19,20
7671,7672
0,1
7,15
7735,7736
24,20
0,42
7,8
7671,7672
4,5
7,60
1384,1386
24,20
1384,1386
7,68
16,17
19,20
13,14
13,14
7,26
915,916
19,20
16,17
36,37
7671,7672
7722,795
7,8
13,14
4,5
0,46
6,5
22,23
0,21
36,37
7671,7672
915,916
7,8
24,20
0,35
7,15
4,5
13,14
36,37
7,18
0,84
4,5
24,20
7,8
0,21
571,58
7671,7672
19,20
36,37
7,18
0,84
5054,5055
27,28
6,5
0,21
16,17
13,14
7671,7672
7,68
7737,211
119,120
13,14
4,5
24,20
3322,3323
486,229
5054,5055
119,120
7,5566
27,28
5054,5055
0,35
36,43
7,44
27,28
7738,217
27,28
7671,7672
152,3240
1384,1386
0,1
1384,1386
105,58
57,58
596,112
111,112
4,5
13,14
24,20
1384,1386
105,58
708,5
7,79
27,28
3322,3323
27,28
13,14
7,68
24,20
36,37
7,38
7671,7672
7,5566
0,21
7,44
36,43
7671,7672
57,58
4,5
0,1
7739,1207
105,58
0,35
7,79
16,17
13,14
36,43
7671,7672
4095,6850
19,20
0,84
7,26
0,31
7,34
0,35
24,20
1254,131
7671,7672
7,68
7,40
13,14
7740,217
0,42
24,20
7,38
7671,7672
0,35
13,14
71,638
4,5
36,43
22,23
7741,131
708,5
119,120
6,5
7,40
156,88
7741,131
0,35
7671,7672
19,20
24,20
36,43
7,15
135,7205
7742,541
7,18
1384,1386
7741,821
129,112
105,58
56,55
7743,298
16,17
7744,298
7,26
16,17
13,14
129,112
24,20
4575,146
56,55
19,20
7,5566
0,35
1311,55
7,60
1358,58
7745,146
1373,345
105,58
36,43
7737,211
56,55
3322,3323
7,68
24,20
129,112
915,916
1384,1386
596,112
7,26
3322,3323
7746,298
299,300
244,245
7747,298
302,300
7748,298
105,58
3556,604
119,120
0,35
3554,4988
915,916
1311,55
3261,471
1384,1386
302,300
111,112
135,136
924,925
36,43
7,60
19,20
105,58
1999,112
1311,55
1468,335
596,112
24,20
1384,1386
56,55
13,14
156,88
24,20
5532,58
3322,3323
7,26
13,14
97,98
99,23
915,916
156,107
100,23
36,43
4,5
235,229
24,20
596,112
105,58
123,124
299,300
302,300
4,5
605,300
7,34
708,5
119,120
105,58
0,21
3322,3323
7,40
1263,1264
708,5
6,5
4,5
13,14
16,17
7749,217
156,107
7,79
36,37
7741,640
3261,1141
19,20
1318,109
7,34
56,55
0,21
56,55
7,40
6274,58
3261,403
737,131
36,37
7,79
737,640
7,5566
7,60
13,14
16,17
119,120
7,8
111,112
1999,112
915,916
13,14
4,5
7741,1743
3261,336
5054,5055
3322,3323
7,34
4,5
19,20
5054,5055
708,5
24,20
0,31
4,5
7750,201
6,5
7,8
97,98
100,23
24,20
935,945
7,5566
13,14
4,5
19,20
7,34
0,35
7,44
13,14
22,23
7,79
941,942
0,46
24,20
1737,336
7,26
19,20
7,34
737,131
0,35
36,43
24,20
708,5
0,42
24,20
7,8
105,58
16,17
7722,795
119,120
605,300
708,5
7,18
1999,112
13,14
4,5
117,118
1311,55
71,355
7751,298
1371,1372
311,312
7,68
7735,1555
36,37
3322,3323
111,112
119,120
915,916
7752,298
3245,6085
921,112
105,58
596,112
1311,55
119,120
1999,112
7,60
36,43
117,118
47,48
207,208
119,120
3261,185
1999,112
7753,58
19,20
24,20
1631,229
105,58
1311,55
4,5
56,55
57,58
24,20
924,925
99,23
7,40
19,20
6,5
249,229
0,46
47,48
4,5
7,26
22,23
0,21
7754,336
7,79
3261,109
7,38
36,37
943,300
915,916
7755,109
71,148
24,20
19,20
7,18
513,229
7756,1743
1311,55
1106,128
7755,242
7,60
4,5
24,20
19,20
7756,134
7,38
24,20
0,35
16,17
915,916
7,44
13,14
129,112
0,42
605,300
7,5566
7756,131
13,14
71,360
7,15
7757,7758
105,58
708,5
36,43
0,84
7756,134
7,18
105,58
3261,217
1311,55
111,112
1107,128
7,60
0,46
36,37
56,55
4,5
0,35
24,20
1311,55
11,7759
3322,3323
7757,7758
13,14
11,7760
129,112
24,20
7,5566
0,46
19,20
24,20
11,7761
4,5
0,84
3322,3323
7757,7758
4,5
7,79
0,42
921,112
7757,7758
11,7762
22,23
47,48
7,68
13,14
16,17
135,58
36,43
13,14
24,20
7,44
4,5
156,88
13,14
7,5566
71,655
0,46
7757,7758
7,15
19,20
0,35
105,58
7,26
135,815
6,5
0,42
105,58
11,7763
1311,55
19,20
4,5
16,17
13,14
7757,7758
11,7764
24,20
518,229
